Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis,Form Translation Reviewers,Section Translation Reviewers,Question Translation Reviewers,Definition Translation Reviewers,Completion Guideline Translation Reviewers,Answer Options Translation Reviewers
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_plueeff,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Yes | 0, No | 99, Unknown",,,,,[sign_dailydata]='1',Respiratory,Refere-se à presença de líquido na cavidade pleural resultante de transudação ou exsudação excessiva das superfícies pleurais.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_cvs,descriptive,Cardiovascular signs,,,,,,[sign_dailydata]='1',Cardiovascular,Refere-se a sinais relacionados ao sistema cardiovascular.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,clinical_features,,,,1.0,,1.0,,,,,,,,,1.0,0,0,0,0,0,
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_tachycardia,radio,Batimento cardíaco rápido/pulso (taquicardia),"1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Cardiovascular,Refere-se a uma frequência cardíaca rápida que excede a faixa da frequência cardíaca normal em repouso para a idade.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,clinical_features,,,,,,1.0,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_arrhythmia,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Cardiovascular,"Refere-se a uma anormalidade no ritmo dos batimentos cardíacos, incluindo frequência, regularidade e/ou sequência de anormalidades de ativação.",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,clinical_features,,,,1.0,,1.0,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_git,descriptive,Gastrointestinal signs,,,,,,[sign_dailydata]='1',Gastrointestinal,Refere-se a sinais relacionados ao sistema gastrointestinal.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0,0,0,0,0,
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_ascites,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Gastrointestinal,Definido como um acúmulo ou retenção excessiva de líquido livre dentro da cavidade peritoneal.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,clinical_features,1.0,,1.0,,,1.0,,,,,,1.0,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_hepatomegally,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Gastrointestinal,Definido como um aumento patológico do fígado.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,clinical_features,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_splenomegaly,radio,Baço/esplenomegalia palpável,"1, sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Gastrointestinal,,"Indique 'Sim', se o paciente passou por isso em qualquer momento desde o início da doença até a apresentação.",,,,,clinical_features,,,,,,,,,,,,1.0,,,1.0,0,0,0,,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_tenabd,radio,Abdômen sensível,"1, sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Gastrointestinal,,"Indique 'Sim', se o paciente passou por isso em qualquer momento desde o início da doença até a apresentação.",,,,,clinical_features,,,,,,,,,,,,,,,,0,0,0,,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_jaund,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Gastrointestinal,"Definido como uma manifestação clínica de hiperbilirrubinemia, caracterizada pela coloração amarelada da pele, membrana mucosa e/ou esclera.",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,SNOMED,SNOMED,"C3549846, Jaundice",,clinical_features,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_melaena,radio,Melaena (sangue nas fezes),"1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Gastrointestinal,"Refere-se a fezes anormalmente escuras e pegajosas contendo sangue, geralmente proveniente de sangramento gastrointestinal.",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,1.0,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_haematochezia,radio,Hematochezia (sangue fresco nas fezes),"1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Gastrointestinal,Refere-se à presença de sangue nas fezes. É o resultado de hemorragia gastrointestinal e pode ser facilmente observado nas fezes ou identificado microscopicamente.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,1.0,,,,,,,,,,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_rectalbleed,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Gastrointestinal,Refere-se ao sangramento originado na parede retal e expelido pelo ânus.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,1.0,,1.0,,,,,,,,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_feeding,radio,Alimentação,"1, Capaz | 0,Incapaz | 2, pedido NBM",,,,,[sign_dailydata]='1',Gastrointestinal,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_feeding_route,radio,"Se for possível alimentar, especifique a rota:","1, Oral | 2, tubo de alimentação | 3, Amamentação",,,,,[sign_feeding]='1',Gastrointestinal,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_lowurine,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Genitourinary,Refere-se a um achado que indica que a produção de urina é inferior a 500 mililitros durante um período de 24 horas.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,1.0,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_heme,descriptive,Haematological signs,,,,,,[sign_dailydata]='1',Haematology,Refere-se a sinais relacionados ao sistema hematológico.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,,,1.0,,,,,,,1.0,0,0,0,0,0,
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_anaemia,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Haematology,"Refere-se a uma redução no número de glóbulos vermelhos, na quantidade de hemoglobina e/ou no volume de glóbulos vermelhos concentrados. As manifestações comuns incluem palidez, fadiga, tontura, falta de ar e taquicardia.",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,,,1.0,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_cns,descriptive,Neurological signs,,,,,,[sign_dailydata]='1',Nervous system,Refere-se a sinais relacionados ao sistema neurológico.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0,0,0,0,0,
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_neckstiff,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Nervous system,"Definido como uma sensação de rigidez no pescoço ao tentar movê-lo, especialmente após um período de inatividade. A rigidez do pescoço geralmente envolve dor e dificuldade em mover o pescoço, especialmente ao tentar virar a cabeça para o lado.",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,SNOMED,SNOMED,"C0151315, Neck Stiffness",,clinical_features,,1.0,,,,,1.0,1.0,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_retroorbit,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Nervous system,Definida como a experiência de dor na região retro-orbital (atrás dos olhos).,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,MedDRA,MedDRA,"C0743724, Retro-orbital pain",,clinical_features,,,,,,,,1.0,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_hemiplegia,radio,Hemiplegia,"1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Nervous system,"Refere-se à perda grave ou completa da função motora de um lado do corpo; frequentemente causada por doenças cerebrais localizadas no hemisfério cerebral oposto ao lado da fraqueza; menos frequentemente, lesões no tronco cerebral; doenças da medula espinhal cervical, doenças do sistema nervoso periférico e outras condições podem se manifestar como hemiplegia.",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,clinical_features,,,,,,1.0,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_cogimpair,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Nervous system,"Refere-se à diminuição ou comprometimento da função mental e/ou intelectual. ",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,clinical_features,,,,,,1.0,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_neurodist,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Nervous system,"Refere-se à presença de sinais ou sintomas que afetam os pensamentos, emoções, comportamentos ou bem-estar mental de um indivíduo. A presença de distúrbios psicológicos deve ser identificada por meio de um Exame do Estado Mental (MSE) ou ferramenta equivalente.",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,SNOMED,SNOMED,"C0233395, Psychological sign or symptom",,clinical_features,,,,,1.0,1.0,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_speechdist,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Nervous system,"Refere-se a dificuldades na fala e na comunicação que podem resultar de patologias no cérebro. ",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_agitation,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Yes | 0, No | 99, Unknown",,,,,[sign_dailydata]='1',Nervous system,Refere-se a um estado de atividade motora excessiva associado a sofrimento mental ou uma sensação de desconforto substancial ou tensão interna. Distingue-se da inquietação pelo aumento do nível de sofrimento emocional e pela intensidade negativa da experiência. A agitação tem um nível significativo de atividade física que normalmente é ameaçador para si mesmo ou para os outros.,,,,"C0085631, Agitation",,clinical_features,1.0,,1.0,1.0,,,,,,,,1.0,,,1.0,0,0,0,0,,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_cerebesig,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Nervous system,"Refere-se à presença de um conjunto de sinais neurológicos que normalmente indicam disfunção cerebelar. Os sinais incluem disdiadocinesia, dismetria, ataxia, nistagmo, tremor intencional, fala arrastada ou escaneada, hipotonia.",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,"C3807868, Cerebellar signs",,clinical_features,,,,1.0,,,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_neurologic,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Nervous system,Refere-se à presença de uma anomalia neurológica alternativa não listada acima.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,clinical_features,,,,1.0,,,,1.0,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_neurologic_spec,text,Specify other neurological abnormality,,,,,,[sign_neurologic] = '1',Nervous system,Refere-se à presença de outra anomalia neurológica não listada acima.,"Se “Outro”, especifique a anormalidade neurológica.",,,,,clinical_features,,,,,,,,1.0,,,,,,,1.0,0,0,0,0,0,
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_eye,descriptive,Opthalmological signs,,,,,,[sign_dailydata]='1',Nervous system,Refere-se a sinais relacionados com os olhos.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_conjunhemor,radio,Hemorragia conjuntival,"1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Ocular,"Definida como a acumulação de sangue sob a conjuntiva, apresentando-se como uma mancha vermelha brilhante ou escura no olho.",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,SNOMED,SNOMED,,,clinical_features,,1.0,,,,,1.0,,,,,,,,,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_conjunctiv,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Ocular,Definido como inflamação da conjuntiva.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,SNOMED,SNOMED,"C4011653, Conjunctivitis",,clinical_features,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_keratitis,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Ocular,Refere-se à inflamação da córnea do olho.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,clinical_features,,,,,,1.0,,,,,,,,,,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_newvision,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Ocular,Definido como diminuição da clareza ou nitidez da visão.,Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,SNOMED,SNOMED,,,clinical_features,,1.0,,,,,1.0,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_sunkeyes,radio,Olhos fundos,"1, sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Ocular,,"Indique 'Sim', se o paciente passou por isso em qualquer momento desde o início da doença até a apresentação.",,,,,clinical_features,,,,,,,,,,,,,,,,0,0,0,,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_ocularoth,radio,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,,[sign_dailydata]='1',Ocular,"Refere-se a outros sinais relacionados aos olhos, não especificados acima.",Indique “Sim” se o paciente tiver apresentado esse sintoma entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,1.0,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_ocularoth_spec,text,Specify other opthalmological signs,,,,,,[sign_dailydata]='1',Ocular,"Refere-se a outros sinais relacionados aos olhos, não especificados acima.","Se “Sim”, especifique outros sinais oftalmológicos ",,,,,,,,,,,1.0,,,,,,,,,1.0,0,0,0,0,0,
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_paed,descriptive,Sinais específicos da pediatria,,,,,,[daily_arm_1][sign_dailydata] = '1' and [initial_assessment_arm_1][demog_calcage_days]<=1825,Paediatric,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,0,0,0,,,
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_nasalflar,radio,Alargamento das narinas,"1, sim | 0, Não | 99, Desconhecido",,,,,[daily_arm_1][sign_dailydata] = '1' and [initial_assessment_arm_1][demog_calcage_days]<=1825,Paediatric,"Definido como um alargamento das narinas durante a respiração; embora existam muitas causas possíveis, pode ser um sinal de dificuldade respiratória em bebês pequenos.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,1.0,,,,,,,1.0,,,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_grunt,radio,Grunhidos,"1, sim | 0, Não | 99, Desconhecido",,,,,[daily_arm_1][sign_dailydata] = '1' and [initial_assessment_arm_1][demog_calcage_days]<=1825,Paediatric,Definido como um som respiratório ruidoso que ocorre quando uma pessoa expira e é um sinal de dificuldade respiratória.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,1.0,,,,,,,1.0,,,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_ftt,radio,Retardo no crescimento,"1, sim | 0, Não | 99, Desconhecido",,,,,[daily_arm_1][sign_dailydata] = '1' and [initial_assessment_arm_1][demog_calcage_days]<=28,Paediatric,"Refere-se ao ganho de peso abaixo do normal em um bebê ou criança, o que pode incluir crescimento linear e craniano deficiente.",Indique “Sim” se o paciente apresentou este sintoma em qualquer momento durante a data da avaliação.,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_hypotonia,radio,Diminuição do tônus/hipotonia,"1, sim | 0, Não | 99, Desconhecido",,,,,[daily_arm_1][sign_dailydata] = '1' and [initial_assessment_arm_1][demog_calcage_days]<=28,Paediatric,Refere-se à hipotonia muscular generalizada (tônus muscular anormalmente baixo).,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_bulgefont,radio,Fontanela protuberante,"1, sim | 0, Não | 99, Desconhecido",,,,,[daily_arm_1][sign_dailydata] = '1' and [initial_assessment_arm_1][demog_calcage_days]<=28,Paediatric,Refere-se às áreas membranosas entre os ossos cranianos em um recém-nascido que parecem elevadas ou cheias.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_otherdesc,descriptive,Outros  sinais,,,,,,[sign_dailydata]='1',Other,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,0,0,0,,,
diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,sign_unlisted,list,"1, Sim | 0, Não | 99, Desconhecido","1, Sim | 0, Não | 99, Desconhecido",,,,conditions_Symptoms,[sign_dailydata]='1',Other,Refere-se à presença de um ou mais sinais ou sintomas alternativos não listados acima.,Indique “Sim” se o paciente apresentou outro sinal ou sintoma não listado acima entre 00:00 e 24:00 no dia da avaliação.,,,,,clinical_features,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,0
diário,AVALIAÇÃO DA PELE E MUCOSAS: Registre as informações mais distantes do normal entre 00:00 e 24:00 no dia da avaliação.,lesion_dailydata,radio,Insira os dados da avaliação da pele e das mucosas para esta data?,"1, Sim | 0, Não",,,,,,,"As perguntas a seguir referem-se à inspeção clínica de lesões cutâneas. Os dados registrados nesta seção devem detalhar as condições presentes na data da avaliação. Esta seção deve ser preenchida na data da admissão e em qualquer dia subsequente, de acordo com o protocolo local.",Indique “Sim” para inserir informações relativas à inspeção clínica das lesões cutâneas no dia da avaliação.,,,,,clinical_features,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,0
diário,AVALIAÇÃO DA PELE E MUCOSAS: Registre as informações mais distantes do normal entre 00:00 e 24:00 no dia da avaliação.,lesion_dist,radio,Distribuição precipitada,"1, Generalizada | 2, Localizada ao redor dos genitais | 3, Centrífuga - mais nas extremidades | 4, Centrípeto - mais no tronco | 88, Outra distribuição | 99, Distribuição desconhecida",,,,,[lesion_dailydata]='1',Skin,"Refere-se ao padrão de distribuição da erupção cutânea. Erupção generalizada refere-se a uma erupção cutânea disseminada que cobre toda a superfície da pele. A erupção centrífuga está concentrada nas extremidades distais, com menos lesões no tronco. A erupção centrípeta está concentrada no tronco, com menos lesões nas extremidades. Localizada ao redor dos genitais refere-se a uma erupção cutânea concentrada ao redor da pele dos genitais.","Selecione o padrão mais adequado de distribuição da erupção cutânea no dia da avaliação. ",,,,,,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,0
diário,AVALIAÇÃO DA PELE E MUCOSAS: Registre as informações mais distantes do normal entre 00:00 e 24:00 no dia da avaliação.,lesion_distoth,text,Especifique outra distribuição de erupção cutânea,,,,,,[lesion_dist]='88',Skin,"Refere-se ao padrão de distribuição da erupção cutânea. ","Se “Outro”, escreva o padrão de distribuição da erupção cutânea no dia da avaliação.",,,,,,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,
diário,AVALIAÇÃO DA PELE E MUCOSAS: Registre as informações mais distantes do normal entre 00:00 e 24:00 no dia da avaliação.,lesion_morph,radio,Morfologia precipitada,"1, Lesões principalmente discretas | 2, Lesões semi-confluentes | 3, Lesões confluentes | 4, Morfologia mista | 99, Desconhecida",,,,,[lesion_dailydata]='1',Skin,Isso se refere à morfologia predominante da erupção cutânea. Lesões discretas se referem a lesões separadas e distintas que não se uniram. As lesões confluentes se referem a lesões que estão unindo ou executando juntos.,Selecione a morfologia mais adequada da erupção cutânea no dia da avaliação.,,,,,,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,0
diário,AVALIAÇÃO DA PELE E MUCOSAS: Registre as informações mais distantes do normal entre 00:00 e 24:00 no dia da avaliação.,lesion_morphsize,radio,Tamanho da erupção cutânea (pele) - Diâmetro mais largo de qualquer lesão,"1, Menos de 0,5 cm | 2, 0,5-0,99 cm | 3, 1-1,99 cm | 4, 2+ cm",,,,,[lesion_dailydata]='1',Skin,"Isso se refere ao tamanho da erupção cutânea da pele, registrada como o diâmetro mais amplo de qualquer lesão em centímetros (cm).",Indique o diâmetro mais amplo de qualquer lesão da pele medida em centímetros (CM) no dia da avaliação.,,,,,,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,0
diário,AVALIAÇÃO DA PELE E MUCOSAS: Registre as informações mais distantes do normal entre 00:00 e 24:00 no dia da avaliação.,lesion_skinles,radio,Status atual da lesão da pele,"1, Existem lesões cutâneas ativas | 2, Existem lesões cutâneas e nenhuma delas está ativa (lesões em processo de cicatrização e resolução, incluindo lesões com crostas) | 3, Todas as lesões cutâneas foram completamente resolvidas (todas as crostas caíram com a pele intacta) | 4, Nenhuma lesão cutânea se desenvolveu até o momento",,,,,[lesion_dailydata]='1',Skin,"Refere-se ao estado das lesões cutâneas. Lesões cutâneas ativas referem-se a máculas (lesões planas), pápulas (lesões elevadas), vesículas (elevadas e cheias de líquido claro) ou pústulas (elevadas e cheias de pus, um líquido opaco) que podem desenvolver uma depressão no centro (umbilicação) ou ulcerar. Lesões cutâneas não ativas referem-se àquelas que começaram a formar crostas (secagem), em processo de cicatrização e resolução, para formar crostas (consistindo em soro seco, sangue ou pus). Lesões cutâneas completamente resolvidas referem-se a todas as crostas que caíram, deixando a pele subjacente intacta. ","Indique o estado dermatológico mais adequado das lesões cutâneas no dia da avaliação. ",,,,,,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,0
